各年收入族群女性持卡人於六都消費樣態,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年月,地區,性別,食品餐飲類未滿20[筆數],食品餐飲類未滿20[金額，新台幣],衣著飾品類未滿20[筆數],衣著飾品類未滿20[金額，新台幣],旅館住宿類未滿20[筆數],旅館住宿類未滿20[金額，新台幣],交通類未滿20[筆數],交通類未滿20[金額，新台幣],文教康樂類未滿20[筆數],文教康樂類未滿20[金額，新台幣],百貨類未滿20[筆數],百貨類未滿20[金額，新台幣],其他類未滿20[筆數],其他類未滿20[金額，新台幣],食品餐飲類20[含]-25[筆數],食品餐飲類20[含]-25[金額，新台幣],衣著飾品類20[含]-25[筆數],衣著飾品類20[含]-25[金額，新台幣],旅館住宿類20[含]-25[筆數],旅館住宿類20[含]-25[金額，新台幣],交通類20[含]-25[筆數],交通類20[含]-25[金額，新台幣],文教康樂類20[含]-25[筆數],文教康樂類20[含]-25[金額，新台幣],百貨類20[含]-25[筆數],百貨類20[含]-25[金額，新台幣],其他類20[含]-25[筆數],其他類20[含]-25[金額，新台幣],食品餐飲類25[含]-30[筆數],食品餐飲類25[含]-30[金額，新台幣],衣著飾品類25[含]-30[筆數],衣著飾品類25[含]-30[金額，新台幣],旅館住宿類25[含]-30[筆數],旅館住宿類25[含]-30[金額，新台幣],交通類25[含]-30[筆數],交通類25[含]-30[金額，新台幣],文教康樂類25[含]-30[筆數],文教康樂類25[含]-30[金額，新台幣],百貨類25[含]-30[筆數],百貨類25[含]-30[金額，新台幣],其他類25[含]-30[筆數],其他類25[含]-30[金額，新台幣],食品餐飲類30[含]-35[筆數],食品餐飲類30[含]-35[金額，新台幣],衣著飾品類30[含]-35[筆數],衣著飾品類30[含]-35[金額，新台幣],旅館住宿類30[含]-35[筆數],旅館住宿類30[含]-35[金額，新台幣],交通類30[含]-35[筆數],交通類30[含]-35[金額，新台幣],文教康樂類30[含]-35[筆數],文教康樂類30[含]-35[金額，新台幣],百貨類30[含]-35[筆數],百貨類30[含]-35[金額，新台幣],其他類30[含]-35[筆數],其他類30[含]-35[金額，新台幣],食品餐飲類35[含]-40[筆數],食品餐飲類35[含]-40[金額，新台幣],衣著飾品類35[含]-40[筆數],衣著飾品類35[含]-40[金額，新台幣],旅館住宿類35[含]-40[筆數],旅館住宿類35[含]-40[金額，新台幣],交通類35[含]-40[筆數],交通類35[含]-40[金額，新台幣],文教康樂類35[含]-40[筆數],文教康樂類35[含]-40[金額，新台幣],百貨類35[含]-40[筆數],百貨類35[含]-40[金額，新台幣],其他類35[含]-40[筆數],其他類35[含]-40[金額，新台幣],食品餐飲類40[含]-45[筆數],食品餐飲類40[含]-45[金額，新台幣],衣著飾品類40[含]-45[筆數],衣著飾品類40[含]-45[金額，新台幣],旅館住宿類40[含]-45[筆數],旅館住宿類40[含]-45[金額，新台幣],交通類40[含]-45[筆數],交通類40[含]-45[金額，新台幣],文教康樂類40[含]-45[筆數],文教康樂類40[含]-45[金額，新台幣],百貨類40[含]-45[筆數],百貨類40[含]-45[金額，新台幣],其他類40[含]-45[筆數],其他類40[含]-45[金額，新台幣],食品餐飲類45[含]-50[筆數],食品餐飲類45[含]-50[金額，新台幣],衣著飾品類45[含]-50[筆數],衣著飾品類45[含]-50[金額，新台幣],旅館住宿類45[含]-50[筆數],旅館住宿類45[含]-50[金額，新台幣],交通類45[含]-50[筆數],交通類45[含]-50[金額，新台幣],文教康樂類45[含]-50[筆數],文教康樂類45[含]-50[金額，新台幣],百貨類45[含]-50[筆數],百貨類45[含]-50[金額，新台幣],其他類45[含]-50[筆數],其他類45[含]-50[金額，新台幣],食品餐飲類50[含]-55[筆數],食品餐飲類50[含]-55[金額，新台幣],衣著飾品類50[含]-55[筆數],衣著飾品類50[含]-55[金額，新台幣],旅館住宿類50[含]-55[筆數],旅館住宿類50[含]-55[金額，新台幣],交通類50[含]-55[筆數],交通類50[含]-55[金額，新台幣],文教康樂類50[含]-55[筆數],文教康樂類50[含]-55[金額，新台幣],百貨類50[含]-55[筆數],百貨類50[含]-55[金額，新台幣],其他類50[含]-55[筆數],其他類50[含]-55[金額，新台幣],食品餐飲類55[含]-60[筆數],食品餐飲類55[含]-60[金額，新台幣],衣著飾品類55[含]-60[筆數],衣著飾品類55[含]-60[金額，新台幣],旅館住宿類55[含]-60[筆數],旅館住宿類55[含]-60[金額，新台幣],交通類55[含]-60[筆數],交通類55[含]-60[金額，新台幣],文教康樂類55[含]-60[筆數],文教康樂類55[含]-60[金額，新台幣],百貨類55[含]-60[筆數],百貨類55[含]-60[金額，新台幣],其他類55[含]-60[筆數],其他類55[含]-60[金額，新台幣],食品餐飲類60[含]-65[筆數],食品餐飲類60[含]-65[金額，新台幣],衣著飾品類60[含]-65[筆數],衣著飾品類60[含]-65[金額，新台幣],旅館住宿類60[含]-65[筆數],旅館住宿類60[含]-65[金額，新台幣],交通類60[含]-65[筆數],交通類60[含]-65[金額，新台幣],文教康樂類60[含]-65[筆數],文教康樂類60[含]-65[金額，新台幣],百貨類60[含]-65[筆數],百貨類60[含]-65[金額，新台幣],其他類60[含]-65[筆數],其他類60[含]-65[金額，新台幣],食品餐飲類65[含]-70[筆數],食品餐飲類65[含]-70[金額，新台幣],衣著飾品類65[含]-70[筆數],衣著飾品類65[含]-70[金額，新台幣],旅館住宿類65[含]-70[筆數],旅館住宿類65[含]-70[金額，新台幣],交通類65[含]-70[筆數],交通類65[含]-70[金額，新台幣],文教康樂類65[含]-70[筆數],文教康樂類65[含]-70[金額，新台幣],百貨類65[含]-70[筆數],百貨類65[含]-70[金額，新台幣],其他類65[含]-70[筆數],其他類65[含]-70[金額，新台幣],食品餐飲類70[含]-75[筆數],食品餐飲類70[含]-75[金額，新台幣],衣著飾品類70[含]-75[筆數],衣著飾品類70[含]-75[金額，新台幣],旅館住宿類70[含]-75[筆數],旅館住宿類70[含]-75[金額，新台幣],交通類70[含]-75[筆數],交通類70[含]-75[金額，新台幣],文教康樂類70[含]-75[筆數],文教康樂類70[含]-75[金額，新台幣],百貨類70[含]-75[筆數],百貨類70[含]-75[金額，新台幣],其他類70[含]-75[筆數],其他類70[含]-75[金額，新台幣],食品餐飲類75[含]-80[筆數],食品餐飲類75[含]-80[金額，新台幣],衣著飾品類75[含]-80[筆數],衣著飾品類75[含]-80[金額，新台幣],旅館住宿類75[含]-80[筆數],旅館住宿類75[含]-80[金額，新台幣],交通類75[含]-80[筆數],交通類75[含]-80[金額，新台幣],文教康樂類75[含]-80[筆數],文教康樂類75[含]-80[金額，新台幣],百貨類75[含]-80[筆數],百貨類75[含]-80[金額，新台幣],其他類75[含]-80[筆數],其他類75[含]-80[金額，新台幣],食品餐飲類80[含]以上[筆數],食品餐飲類80[含]以上[金額，新台幣],衣著飾品類80[含]以上[筆數],衣著飾品類80[含]以上[金額，新台幣],旅館住宿類80[含]以上[筆數],旅館住宿類80[含]以上[金額，新台幣],交通類80[含]以上[筆數],交通類80[含]以上[金額，新台幣],文教康樂類80[含]以上[筆數],文教康樂類80[含]以上[金額，新台幣],百貨類80[含]以上[筆數],百貨類80[含]以上[金額，新台幣],其他類80[含]以上[筆數],其他類80[含]以上[金額，新台幣]
105年05月,新北市,女性,1355,971453,478,724913,103,242385,817,332518,405,698053,625,991956,1002,1074460,28090,28643527,11276,19022514,3668,12128401,17118,8199259,11311,23915747,14653,26906202,23619,39267379,80859,97912847,29422,56462127,9775,39137479,40946,24193412,26949,65199423,40461,80432299,86852,124395906,143513,184017167,48311,97510413,15656,66982651,57066,39163969,35469,92023029,66533,129109778,89415,181987221,198017,245459872,58937,123741168,19640,88547540,64677,51125981,42011,126390236,82925,161420085,101677,224075140,191933,241508747,48975,113422439,18058,90560309,58000,49221419,35841,124032784,69959,146873219,120938,247270790,178370,236883355,41794,107709521,16717,92595629,53071,46446528,29382,115402326,54941,127299478,79878,229339571,149928,207062231,31144,86173697,13871,79550859,43210,40273611,21079,83424954,39817,106080095,59502,189667223,106971,153843995,18719,54576168,9127,53764576,28617,27009285,12037,53893599,24919,69153937,33651,120279738,70454,95334682,9976,29741853,5471,30594274,15603,14332701,6469,29499030,13759,35505791,20678,70113488,32467,40243300,3583,9717378,2236,11869551,5362,4565145,2734,12625373,5544,13983854,8318,29300495,9296,11338052,842,2323240,642,3556145,1167,1064835,623,4702795,1260,3567193,1805,7494889,3350,4111970,266,669819,209,982077,329,332044,226,1004795,486,1260225,641,2426447,1029,1107484,72,238540,64,430986,99,34244,62,581705,133,541051,147,543845
105年06月,新北市,女性,1523,1109555,539,750605,137,454079,794,285663,554,1390567,720,1051966,1228,1346503,28166,28574074,11713,19167377,3870,12793159,17209,8699818,13240,24161352,14791,25969279,26328,40516342,79703,95953714,30918,57242088,9853,41002394,40862,25603430,30195,61384381,39583,72596970,85808,124259721,142059,174027971,49909,98946110,15932,68768796,56966,44273705,37605,84548378,66680,118199793,101177,186645731,199772,240869808,60383,126324168,20671,95751502,66059,57219140,45599,122389786,86550,159751288,116699,232077712,195192,236152436,50747,116373298,19395,98303368,60078,55279846,38816,126627436,74176,149382695,128161,259411553,183287,237926586,42973,106854230,18338,101085688,54365,51077986,31146,110356905,59052,130945787,89901,235351287,153717,207653334,31732,87620784,15594,91298345,44748,45373809,21874,78281573,42278,106330567,69667,205595171,109871,151668734,18262,50982961,10510,63006799,29680,27970483,12334,45331517,25719,67069810,39316,121425397,72651,96179765,9620,27453854,6052,34459378,15709,14481680,6789,26741846,14704,35217137,23140,72679383,33919,41670198,3651,9743448,2517,13176008,5644,4991411,2580,9466281,6055,13449407,8978,28040302,9820,11632400,849,2287005,691,4528435,1199,1208975,663,3511825,1441,3462017,2158,7613067,3401,4116490,260,879832,230,851160,412,465970,230,828730,525,1258685,772,2373883,2382,3259526,750,2156395,265,1776910,482,645949,543,2760229,574,1144135,1380,5573564
105年07月,新北市,女性,1555,1191668,470,769219,150,486952,687,311264,647,1131080,724,1000482,1056,1402114,30219,29744156,10560,16868932,4176,12653711,16846,8693464,13843,24735361,14863,25030144,53739,56909263,88816,103907679,27680,50638099,10716,43393175,41670,25303973,31530,63234143,40440,70732764,68363,121639208,157469,190151429,44363,85202225,17140,74735313,56900,42835080,38930,85938018,68149,116052422,102268,195094906,221806,267527765,54515,108280058,22075,102717691,65928,55837733,48405,122026213,88932,154758222,124027,257450357,216364,268121526,48347,107458978,20857,107257957,59072,52791162,42896,135875622,78850,148279010,113488,264634785,203638,268602383,42880,104899554,19771,108332482,53466,51519339,33888,118871718,63064,132470555,96345,262044852,172738,235317272,31258,82943005,16384,93503651,43495,44753019,23046,84212840,43944,100456655,69990,211024138,121078,171319392,17915,49499326,10573,64304376,28742,26640667,12417,44139286,25729,62453772,41227,133355673,80499,104717007,9245,26012965,6044,33915515,15688,14707071,6706,27783363,14503,34801332,25404,78229497,37199,45025849,3328,8636173,2456,11990062,5314,5345924,2662,8690299,5967,12168287,17806,39533986,10673,13184151,724,2099508,648,4100712,1206,1290827,660,4601516,1519,3082978,2158,7984370,3682,4868058,229,567191,270,1344629,365,367861,219,1341627,490,1247421,788,3208192,2745,3687531,804,2707110,331,1773963,468,724078,562,3161768,713,1621719,1665,6021553
105年08月,新北市,女性,1696,1256542,491,736658,187,607187,830,331186,639,1214057,795,1140823,1040,1319122,29511,31751455,9790,15767350,3852,11514882,17267,8655151,13307,24119137,14230,24190673,28151,39584039,85364,106509654,26366,47888290,9516,35675829,42687,23288704,30342,64071368,36696,63709256,63590,113993537,149005,191697438,42426,79796217,15552,64682860,59931,41401909,37589,88844881,60330,101398502,96495,182322107,209775,269253074,50812,96803134,20028,85902232,70378,54089344,45607,121601206,77101,128963025,113200,233565334,206908,269827568,43753,93969113,20018,97380226,64711,53387341,41152,161244271,67320,121882409,122030,260670258,195368,274735179,39868,95019753,18601,98492784,60526,50968257,33094,153670170,55396,112775744,91216,252432235,166677,246241426,30713,80666723,15060,77558289,50169,45344112,22881,94886218,39177,87051553,70205,211623462,119000,175518855,18098,49679710,9503,50741106,32793,29084027,12654,49909397,24352,57816099,44875,131989375,78652,110207017,9610,25656375,5672,30357629,18466,15898638,6888,28720271,13853,30710018,22157,72364213,36552,45884806,3498,9691589,2482,11861692,6474,5734413,2850,10809567,5632,10714308,14324,34990882,10263,13216653,760,2084852,638,3014937,1291,1184920,657,3178416,1406,2950853,2099,6817863,3549,4780130,260,763658,237,952036,416,397471,213,871673,483,1140880,762,3272791,2716,3654175,727,2191204,335,2209808,482,790085,551,2746663,649,1516623,1905,6146032
105年09月,新北市,女性,1828,1510190,514,771433,276,775023,883,352263,506,921227,734,977049,1150,1781465,28238,30044050,8308,14378137,3746,12044950,15671,7887331,11721,22203678,12563,21217936,22760,42969841,80553,102547219,21624,42663697,8609,35169433,37745,22306679,28140,62203527,32541,59322105,65099,129671071,138437,180092071,34385,71970812,13693,58066781,52147,36666399,34591,84827372,53684,95686746,89487,185501066,196317,247379622,41369,87026583,17798,76996181,61549,48276850,40727,114115350,68421,128552119,106006,221490964,194463,250274235,34346,81818935,16915,83826027,56754,46752936,35704,129799875,58387,115602794,102041,230084164,182891,251567768,31713,81879474,16590,86436695,54067,47080633,30219,130024806,46640,106526473,97039,242255081,156027,221692659,24849,71198958,13311,69675907,44431,39562436,22076,94058326,34170,86570109,74875,221226383,110425,162261182,14860,43077349,8611,45639907,29225,26143093,12450,54080753,21309,60795646,35509,120438975,74808,100272654,8105,23439125,5124,28766981,16427,14548261,7025,32592083,12537,34274425,23367,71664161,35514,43067300,2890,8283233,2166,10913962,5816,5202193,2863,13705187,5039,12344818,8608,29472467,10101,12296553,683,1914544,560,2784543,1235,1063415,705,4827351,1160,2895109,1949,7760150,3510,4444158,196,570163,196,875331,388,373216,245,1651869,395,1022394,800,2759723,2490,3630107,568,1977436,251,1557262,435,780348,606,3789198,517,1636138,1345,4956223
105年10月,新北市,女性,1665,1202861,572,810483,165,394111,916,327315,488,1022917,773,1563700,1254,1917981,27406,27906246,9967,16899697,3848,10780995,16864,8132917,11536,23196904,16813,41943870,29446,48799958,79251,98215257,25684,51680456,9563,35975642,40888,25052518,30848,70056112,47551,135302130,64847,134975440,139334,178612263,38886,82191641,15394,64605617,55969,41367889,38695,97063144,76273,223062998,120750,208916034,199613,245285345,46714,101171709,19685,87682395,67359,57085330,45608,131970786,96913,290952366,113854,239997611,199668,242144931,38971,94358849,18431,86800290,62812,55419566,39938,133851646,83594,265470200,121631,262874637,184980,238816728,33568,90616095,17324,88346542,58563,53154235,32898,121491333,67841,246146654,95302,252590650,159120,215758146,25676,75327352,14681,80173616,48981,46588986,24411,99548205,51373,209436557,71935,205904594,113326,160374404,15486,48208939,9846,53747663,32188,28893161,14432,65668564,32400,144604823,41287,139724673,77008,99848790,8340,25942717,5986,33631691,17912,16219288,7927,39905377,18588,85507213,25762,90299513,37378,45982075,3213,8888841,2422,11435555,6513,6255822,3204,16022746,7760,30162180,9156,31354943,10731,12925918,702,2092749,690,3778777,1327,1510916,793,5884673,1795,7258853,2393,8584163,3879,4842557,220,736209,253,888198,421,439893,281,1170023,582,2355106,1133,3440319,2597,3753766,743,2711999,311,1961453,540,1013546,665,4047167,751,2655017,1528,5993283
105年11月,新北市,女性,1487,1014394,685,1104297,145,445661,923,321928,430,731268,670,1097492,1109,1373349,24392,23367977,10892,19916108,3510,10175460,16924,7932189,11116,20646955,15094,31552751,23693,43385985,67816,75750136,27632,58149589,9513,37951773,39952,23584494,29087,63906122,41131,92713687,72546,134488338,116644,127094397,43044,95097167,15096,65072929,53944,38909877,35810,85805223,65081,142126093,92724,189612629,165496,168360101,55034,126934240,19326,92197641,63306,51500247,43919,116447547,83898,181268075,138599,252656268,165654,163707630,44248,115948717,18597,95095504,58726,51975504,37848,116649091,73817,171395265,102987,242112502,149115,155435383,35748,101944234,17099,94773571,52882,47825485,31222,105792396,56613,147671149,110890,260197212,124737,135701513,26213,81626764,14397,84513069,43866,44820502,23171,87475669,41806,121537392,84321,232452617,88565,98981969,15557,50874671,10226,61013436,28899,28013127,14062,62359569,26962,82199341,50810,142835833,60212,61449884,8587,27946033,6026,36662934,16008,16125642,7643,33488824,15360,44376196,24078,81417350,30380,29886060,3270,10047804,2583,12588785,5898,5189397,3279,15720855,6426,18110095,13539,37876034,8740,8663660,748,2419609,696,3744145,1310,1128518,818,6326400,1489,3763326,3669,10183442,3256,3163926,271,1006227,255,1572067,425,368846,295,1124525,485,1479097,890,3194668,2222,3177899,772,2775925,298,1642894,490,1147937,628,3422696,601,1740060,1470,6074157
105年12月,新北市,女性,1666,1174603,643,1011291,165,435193,996,435692,434,874280,713,1025206,1115,1264000,27238,26780152,12623,22955618,4130,13252715,18600,9431459,11997,22063509,15434,25872177,23747,41209287,74360,85924620,33244,69468233,10528,40778792,43162,26768486,31572,67434165,40289,70353298,62738,126680695,124827,143363825,51846,113710983,16015,72808989,56825,43116795,39355,96529422,63717,109970614,100515,198896655,177819,187481947,65906,152059671,20605,93624505,66351,59025914,48285,130353474,84333,151935670,124024,260589173,178944,188648337,56026,141131889,19760,96422441,62154,58519601,43431,137532713,75565,147993597,109139,270932693,160187,178057382,44707,126402750,18437,101124435,55589,51499317,35153,128722449,55676,124584533,98176,286668601,132319,154544514,31954,99964739,15905,88622883,45976,48931309,26072,102815550,39108,95875633,75856,240175512,93535,112445781,18745,61430347,10847,64799266,30395,30564220,15144,66448299,24189,62069617,48738,158418062,63277,69413912,10336,33974894,6618,38417365,16829,16121426,8404,39670032,13647,35169938,30423,95320457,32529,34445636,3962,11342487,2984,13830525,6352,5729654,3502,14487776,5830,13240630,10919,38780547,9457,10261069,886,2552353,724,4347052,1389,1742127,829,4457386,1432,3538052,3378,12653579,3479,3698606,298,888681,288,1390815,504,477996,342,1520968,435,1170279,963,3487788,2409,3477232,834,2983359,335,2122016,571,1002594,692,4268437,601,1466563,1599,6912694
106年01月,新北市,女性,1332,1056479,520,904364,139,412391,724,275989,474,1228396,743,1301565,1010,1156432,23790,25576252,10415,19921248,3623,12702373,15444,8386000,11855,23654860,15316,30990383,21757,38269439,69470,88113341,27774,60125307,9969,41503358,37033,24058375,31191,69221168,41060,90274965,57470,115709333,117044,154724521,45585,100896849,15343,71286466,48185,38636181,37998,95519084,65130,142377815,83974,175673520,171888,227530172,63688,145369447,20354,98732454,57347,53629664,46769,149407376,87732,191217744,102548,234669082,178477,245231715,58784,148374237,20718,112257162,53840,55341929,42846,187230353,84171,202747909,100910,252443104,169015,248206847,46818,133339694,20280,118596060,49199,54620077,35653,181157229,68072,179566242,92537,252639155,144783,222009627,32965,101622684,17628,99896782,40743,47447519,25935,117505530,48809,141569534,69092,212179083,104488,162152108,18895,64070545,12119,68263431,27040,29632955,14640,62961408,28778,91775624,49399,140688370,71370,99905905,9799,31230735,7396,42455972,15370,17148398,7899,36065939,15956,48177539,26277,84521672,36570,46918926,3832,12033089,3214,16528923,5976,7530479,3501,16955911,6665,18387073,55588,65722803,10600,14430424,877,2798934,806,4212188,1245,1619609,850,5196606,1643,4427041,2626,9221877,4035,5191357,260,818234,327,2163749,428,514092,291,1370364,489,1256038,987,2700050,2634,4655466,855,3254102,327,2236655,557,906472,657,4044293,709,1982037,2728,6455318
106年02月,新北市,女性,1296,1054312,464,729461,155,395454,782,353319,680,1089768,741,1360850,1097,1516430,22152,21950338,8391,15181702,3804,10479348,13935,7642326,14182,27269246,13960,26660756,25533,38179281,60317,67563470,21936,45030057,9063,33905744,33043,21783815,34593,71982612,33889,67229256,63150,108937979,101896,115175063,33010,69506230,13883,56312418,42940,34183691,40170,90883397,50942,97633392,79182,159451195,146489,158871074,41129,88689177,18146,75026058,50339,48956904,48471,123127315,67391,127769381,124731,222932502,151507,163599110,36904,85900518,17629,75788074,47598,48627275,42849,154289947,62846,127928155,90441,219568245,139058,159447480,32020,82464625,16868,82550365,43649,48499753,34949,154412781,50753,117688520,84083,217717085,116141,137270843,24897,72396780,14215,66743472,36382,45491570,24865,104921753,36926,94889355,65496,185373650,80838,98331489,15242,46498789,9313,47999405,23774,29681784,14317,58356192,21920,60193404,37734,114404055,54315,61656526,8037,24704104,5471,26374313,13572,15842239,7775,32294336,12325,32068254,38022,77007436,28127,28877835,3407,10221851,2402,11211632,5271,6966525,3462,14884491,5222,12114251,10186,28813195,8095,8288258,694,2112250,610,2827520,1144,1369906,784,4930491,1332,2808243,5873,9489474,3056,3255637,202,508900,191,810525,407,500884,288,1375842,379,1011363,885,2504227,1984,2740101,560,1881786,252,1556363,470,885386,621,3698160,547,1381658,1298,4658509
106年03月,新北市,女性,1479,1001970,373,557841,166,307719,965,415907,565,1137119,655,927592,1147,1149321,24896,22944463,8350,14446445,3398,9775462,17575,9256534,14299,29273250,13262,22880926,25517,37219274,67826,73532903,21619,41621953,8422,32730644,40272,25422290,36016,82594072,32916,61618711,59135,107878609,112266,119486266,33405,68571798,12633,51009236,51560,40833795,40907,102368332,49309,92167674,96098,171718957,159337,161455146,43399,92684126,16438,69150507,61806,59746308,47217,132485687,65264,122939110,109062,223528929,162992,160672549,36332,85469005,15424,73789327,57241,53453656,41624,139728287,56818,113058650,128665,252264369,148502,152992353,31191,81161839,14864,77025857,51782,52296077,33612,124338231,44289,101800074,103010,246136325,125311,135448922,25006,74009598,12947,68308944,43222,49340321,25644,99271235,33828,89671289,72213,209868521,90974,102262761,16494,52738416,9091,48037918,28478,30354265,15623,71039680,22340,62567775,52111,138522614,63476,65606018,9412,29707283,5632,34189622,16215,16889922,8910,43628526,12828,35365427,25529,83061333,33079,32127372,3792,11929631,2411,12834559,6362,6916529,3958,19366869,5665,13407080,16552,46052122,9710,9390614,897,2741001,653,3142744,1390,1500809,989,6704756,1445,3456420,3676,10602818,3548,3661756,236,636449,219,810609,507,496303,330,1464521,416,1132435,1046,3991958,2345,2797728,587,2087940,274,1598652,545,1187273,639,2992691,487,1272798,3007,6893633
106年04月,新北市,女性,1471,1045926,446,596561,146,415587,914,375418,575,980869,672,977337,1047,1093999,24577,23378682,9418,15328896,3377,11832373,17936,8990232,16095,28678237,14463,27816690,22913,35517007,67853,73513026,25603,49452736,9238,40693582,41709,25096921,38255,75389751,37626,78620158,108041,129342462,114002,123238809,39845,80458221,14031,68421396,53152,38866393,43129,95489897,59362,120350615,96367,168928736,165425,171118964,50589,103487560,18306,93039147,63187,52846547,49608,130916772,79215,166140913,104107,212328737,169429,174322424,44145,100109007,17634,96829632,58757,53020822,43924,139994560,71328,159341616,134557,247308432,154291,164427798,37073,94038674,16851,103317304,53332,49991681,35073,119243553,56599,144081348,98379,239657197,128946,145980785,28310,80630289,14475,93386454,44286,43899705,25749,95570322,41694,116259662,86496,211882392,90946,102863030,17720,53599520,9849,64026186,29071,29093700,15364,67044605,26731,81606004,44216,132606942,62001,66801716,9836,29901724,5969,44074245,16393,15675797,8340,44244797,16032,47714655,33687,82014337,32673,34115492,4027,11693794,2463,14816201,6472,6033499,3672,19147312,6892,19164069,12292,34980003,9233,9163009,947,2649651,749,4708213,1427,1289565,977,6715350,1713,4882907,2972,9458531,3490,3488210,231,586287,250,1427451,486,465891,325,1887266,583,1440189,1124,3506195,2248,3039441,655,1957096,267,1864779,506,899189,627,3466333,629,1752816,1505,5185906
106年05月,新北市,女性,1491,1169233,483,661721,137,433831,984,406835,460,860736,679,992302,998,1135994,25486,25562799,10093,16089204,3371,10469238,18030,9410628,12908,25559923,14804,26896725,23641,34040293,69945,78567642,27266,51897974,8932,35369230,40306,24361904,32054,69345875,38679,74861164,57532,105697219,116541,128486508,42538,83957520,13371,57936192,51719,38770345,38389,95044174,59601,114434955,105140,170151279,167004,179472844,54459,112229258,17684,76692839,61501,50499382,45836,135970505,79861,156882687,171915,260535824,170910,182366256,47133,105077562,16777,86585036,57713,50897008,42015,143525986,73913,154046275,100929,228778762,156079,173949212,39932,102579300,15614,88119820,52578,49792035,34460,125235141,60588,140475933,89333,236488506,130997,148897005,30988,87559871,13555,79423073,42707,42243780,25836,100817291,45283,112639419,70429,205989805,94615,109957810,18893,57019628,9290,55047408,29102,29311941,15605,68775907,29237,79702551,83557,160482312,65135,70604854,10894,33093383,5574,32449526,16322,15994526,8631,43503461,17560,46455345,24393,73733781,34089,34976410,4405,12736496,2463,13851057,6581,6333978,3863,19765595,7961,19935952,10529,33994352,9597,9631711,1024,3110715,675,3200883,1419,1275937,1064,6747432,2005,4325013,2836,10722900,3544,3704177,308,946056,242,1489621,504,554514,337,1619682,713,1474786,981,3128779,2350,3127927,731,2328994,251,1861854,537,714957,619,3405050,713,1694045,1473,5729464
106年06月,新北市,女性,1391,1071546,451,588268,149,321251,781,319599,583,1179201,702,983719,982,1139399,24766,23119206,9141,14753968,3384,11072101,15174,8580275,13710,25631945,13196,21162206,28789,36965006,66803,68362665,25471,46989543,8037,33853129,34755,23168774,34177,71508920,33643,55486484,56264,105777750,111610,113031242,39737,78294774,12138,58734140,44163,36648852,39786,92982025,51595,84409967,81798,152492116,161932,164080685,49525,101219195,15859,75144534,54150,52131032,46818,127272932,69376,115636413,119282,220982756,164015,166319631,42315,94730276,15477,84006649,50042,48795762,41761,141961710,63197,118291826,99035,216140838,150757,157951119,34602,86289607,14769,90474972,45142,44780059,32854,124244920,51167,105117384,100326,235640054,128071,138171027,26654,72931983,12726,80714149,37690,39105468,24845,92350215,39106,86486794,75843,197206072,93422,100879355,16387,46368025,9148,55551047,25328,26312655,14886,60038962,24815,57088975,43054,125432451,64005,64960196,9029,26822589,5562,32802125,14142,14295357,8123,35472229,14788,32461758,23651,72670235,33610,33037033,3852,10408593,2327,14416590,5730,5837789,3628,15856733,6941,14602656,11853,42909379,9739,9044227,941,2762053,667,4180136,1247,1123789,992,6046354,1676,3145184,8998,15936028,3557,3366687,241,731362,220,1373763,407,445378,308,1510853,586,1041421,998,3096854,2228,2854844,597,2079948,254,1716198,498,660171,657,3341876,577,1248679,1439,4713238
106年07月,新北市,女性,1488,1081596,491,642473,230,450406,857,388306,618,1495214,783,1092823,1028,1360187,27836,24894219,9291,15019574,4021,12266301,15869,8837664,13810,26777154,15003,24736589,23736,36915171,77823,78240533,25924,47906852,9663,39972667,38170,23797616,33389,71380210,38191,68138405,64085,115922557,127677,127125804,39370,75979258,14447,70317210,47516,38304594,38285,90158905,58551,104981944,88443,174228102,186450,188488498,51242,103169937,19873,99924769,57721,56719068,48290,129963043,81424,146153480,122762,269058444,191017,201051294,45441,98158990,19396,107253708,53896,49543479,45799,150952096,77884,152587202,124980,277919227,176738,196893369,39087,95869072,19120,110430477,48769,48431796,35808,139832954,64953,139165692,145310,301381592,149910,168318278,30105,79127112,15815,100974556,40236,42814369,26191,100652291,47726,113841501,81475,238237137,107717,120313983,18386,49924796,10685,67907327,27564,29814916,15261,59013593,29795,74841926,49914,146698114,73777,76092834,9928,28194400,6331,41338670,15009,14851750,8248,30919743,17560,40424981,54652,105658249,39155,39669378,4111,10895212,2875,17951809,6246,5949295,3635,14304005,8300,17080674,18043,42875760,11549,11155844,928,2268838,814,5295994,1280,1289105,910,4671461,2213,4856242,3427,10598960,4111,3998524,281,929823,271,1583210,438,436221,329,1191739,731,1413820,1067,3340638,2431,3065462,662,2389809,309,2612809,517,704473,622,3068645,803,1726920,2239,6661066
